MAPS_test_genome	MAPS_test_type	MAPS_test_start	MAPS_test_end	MAPS_test_strand	MAPS_test_p_value	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_padj	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_padj	id_lower	SPI1_Pulse_Tidy_logFC	SPI1_Pulse_Tidy_p_value	SPI1_Pulse_Tidy_FDR	gene
NC_016810.1	CDS	993279	993773	+	5.03226e-15	6.39	NA	1.62665e-12	1.37	0.086080763	0.333753583	lrp	0.030578714	0.874768341	0.988871448	lrp
NC_016810.1	CDS	1491858	1492298	-	9.92647e-12	6.39	NA	6.53553e-10	1.33	0.121620015	0.398950415	sl1344_1392	-0.620126743	0.003351007	0.090227123	SL1344_1392
NC_016810.1	sRNA	4582490	4583009	+	3.37287e-13	6.39	NA	4.34618e-11	0.99	0.251612765	0.557248757	srna21	-0.265910157	0.209066763	0.840851232	sRNA21
NC_016810.1	CDS	3886136	3886951	-	6.89308e-8	6.38	NA	8.90078e-7	0.63	0.48236189	0.744114638	sl1344_3643	NA	NA	NA	SL1344_3643
NC_016810.1	CDS	2863004	2863726	+	5.66248e-13	6.37	NA	6.38445e-11	-1.12	0.203076192	0.503844058	sope	-1.385697627	3.81347e-13	8.59937e-11	sopE
NC_016810.1	sRNA	237091	237187	+	2.50964e-7	6.36	NA	2.6445e-6	2.36	0.016485043	0.125801021	stnc1510	NA	NA	NA	STnc1510
NC_016810.1	CDS	1456240	1456506	+	5.38032e-9	6.36	NA	1.09798e-7	0.62	0.566034852	0.802666624	ssas	NA	NA	NA	ssaS
NC_016810.1	CDS	728320	729246	-	3.79713e-9	6.36	NA	8.54117e-8	-0.7	0.513784891	0.765912729	ybej	-0.819135896	1.25615e-6	7.81409e-5	ybeJ
NC_016810.1	CDS	3834571	3835590	-	3.2475e-6	6.35	NA	2.20576e-5	-0.49	0.645331848	0.847791363	dppb	NA	NA	NA	dppB
NC_016810.1	CDS	4258780	4259652	+	2.00022e-12	6.35	NA	1.76882e-10	0.79	0.348433885	0.64325138	rbn	0.222789416	0.321574578	0.891122178	rbn
NC_016810.1	CDS	4072689	4073651	+	3.64995e-10	6.34	NA	1.31166e-8	-1.07	0.252609538	0.558249522	sl1344_3812	-0.409268827	0.083176679	0.630120645	SL1344_3812
NC_016810.1	CDS	3356657	3357394	-	1.42048e-11	6.34	NA	8.77587e-10	-0.78	0.350949663	0.643869031	plsc	0.335681416	0.187411442	0.795653185	plsC
NC_016810.1	CDS	3747683	3748999	-	4.54731e-9	6.34	NA	9.67376e-8	0.1	0.924340403	0.974160344	ugpb	NA	NA	NA	ugpB
NC_016810.1	CDS	2832135	2832740	+	9.17436e-10	6.33	NA	2.62707e-8	1.83	0.035901108	0.201320759	sl1344_2653	NA	NA	NA	SL1344_2653
NC_016810.1	CDS	704482	705090	-	9.55482e-10	6.33	NA	2.70171e-8	3.92	5.60603e-5	0.004346932	cobc	NA	NA	NA	cobC
NC_016810.1	CDS	1590134	1591585	+	1.99862e-7	6.33	NA	2.18252e-6	1.68	0.078110784	0.314833808	sl1344_1486	NA	NA	NA	SL1344_1486
NC_016810.1	CDS	215429	216370	-	7.43239e-10	6.32	NA	2.24967e-8	2.82	0.005532046	0.068350151	yadb	-0.493141874	0.029008108	0.39942638	yadB
NC_016810.1	CDS	1655798	1656811	-	6.2258e-10	6.32	NA	1.94988e-8	-1.03	0.230119542	0.534936744	teha	NA	NA	NA	tehA
NC_016810.1	CDS	824734	825579	-	1.97912e-9	6.32	NA	5.10048e-8	0.84	0.360016659	0.652001197	sl1344_0739	NA	NA	NA	SL1344_0739
NC_016810.1	CDS	4791267	4792538	-	4.80375e-9	6.32	NA	1.01475e-7	2.92	0.004226551	0.058188395	sl1344_4447	0.191849013	0.478695305	0.951670844	SL1344_4447
NC_016810.1	CDS	1455596	1456243	+	7.37094e-10	6.31	NA	2.23858e-8	-0.45	0.658003073	0.854947752	yscr	NA	NA	NA	yscR
NC_016810.1	CDS	4045980	4046672	+	2.45505e-10	6.31	NA	9.81151e-9	2.65	0.003311267	0.052156169	torr	0.079673003	0.756636167	0.980552058	torR
NC_016810.1	CDS	1650258	1650488	+	7.73256e-12	6.3	NA	5.28392e-10	2.15	0.018793344	0.138255068	sl1344_1533	NA	NA	NA	SL1344_1533
NC_016810.1	CDS	2418359	2419360	+	5.69436e-10	6.3	NA	1.84759e-8	1.35	0.183440962	0.483906345	sl1344_2283	-0.053963138	0.763038429	0.980552058	SL1344_2283
NC_016810.1	CDS	3603120	3603389	-	2.7799e-12	6.3	NA	2.25898e-10	0.83	0.327043265	0.624054112	sl1344_3378	-0.78023482	4.97464e-5	0.002425473	SL1344_3378
NC_016810.1	CDS	1445606	1446295	+	1.89219e-8	6.3	NA	3.15475e-7	2.21	0.046526467	0.233574018	sseg	NA	NA	NA	sseG
NC_016810.1	CDS	898795	899310	+	3.09561e-10	6.3	NA	1.16338e-8	1.82	0.068937901	0.293410144	ompx	0.162261437	0.376086293	0.929724271	ompX
NC_016810.1	CDS	9376	9942	-	1.02549e-7	6.3	NA	1.24327e-6	2.71	0.006283105	0.072911241	sl1344_0009	NA	NA	NA	SL1344_0009
NC_016810.1	CDS	3935848	3936927	-	8.65408e-13	6.29	NA	9.07672e-11	-0.85	0.301326012	0.600515591	rfab	-0.409531581	0.058617009	0.551701998	rfaB
NC_016810.1	CDS	2090992	2091378	-	1.55905e-8	6.29	NA	2.67351e-7	0.16	0.867187292	0.94905209	sl1344_1988	NA	NA	NA	SL1344_1988
NC_016810.1	CDS	2384252	2385130	+	1.56951e-7	6.29	NA	1.77406e-6	0.88	0.341863621	0.636212103	sl1344_2250	NA	NA	NA	SL1344_2250
NC_016810.1	sRNA	230133	230365	+	2.40219e-7	6.28	NA	2.55253e-6	0.08	0.938115731	0.97722803	srna28	NA	NA	NA	sRNA28
NC_016810.1	CDS	2307862	2308116	-	6.10708e-5	6.28	NA	2.61566e-4	2.48	0.044658356	0.228499945	sl1344_2187	NA	NA	NA	SL1344_2187
NC_016810.1	CDS	2688027	2688665	-	8.19995e-10	6.28	NA	2.41711e-8	2.41	0.005823804	0.069709756	sl1344_2514	NA	NA	NA	SL1344_2514
NC_016810.1	CDS	1564527	1564868	-	9.40257e-10	6.28	NA	2.67543e-8	-0.59	0.506526129	0.760045931	hypa	NA	NA	NA	hypA
NC_016810.1	CDS	1647836	1648066	-	2.30394e-8	6.27	NA	3.72429e-7	1.43	0.196391461	0.49803199	sl1344_1530a	NA	NA	NA	SL1344_1530A
NC_016810.1	CDS	1492387	1492617	-	6.68135e-10	6.27	NA	2.07813e-8	1.35	0.159842746	0.452970644	sl1344_1393	-0.19880723	0.47040871	0.951670844	SL1344_1393
NC_016810.1	CDS	1103256	1104293	+	2.66623e-9	6.27	NA	6.31219e-8	-0.01	0.988170255	0.995549065	pyrd	NA	NA	NA	pyrD
NC_016810.1	CDS	1132772	1133647	-	2.65338e-11	6.26	NA	1.48655e-9	-1.22	0.192449807	0.493511471	pipb	NA	NA	NA	pipB
NC_016810.1	CDS	1309035	1309676	+	2.05054e-5	6.26	NA	1.03618e-4	-0.51	0.616732005	0.828485245	sl1344_1208	NA	NA	NA	SL1344_1208
NC_016810.1	CDS	4502472	4503749	+	1.22604e-8	6.26	NA	2.20736e-7	-1.06	0.333469251	0.631096049	siid	-0.326617489	0.13606101	0.717701934	siiD
NC_016810.1	CDS	1581727	1582806	+	2.05575e-9	6.26	NA	5.2381e-8	0.71	0.480016491	0.742023659	sl1344_1477	NA	NA	NA	SL1344_1477
NC_016810.1	CDS	1454560	1455528	+	1.45286e-10	6.26	NA	6.36155e-9	0.47	0.630309502	0.839003138	ssaq	NA	NA	NA	ssaQ
NC_017718.1	CDS	62341	62892	-	5.59859e-5	6.25	NA	2.42785e-4	1.55	0.189695337	0.491241744	nuc	NA	NA	NA	nuc
NC_016810.1	CDS	2775738	2776022	+	6.54372e-5	6.24	NA	2.77892e-4	1.99	0.101605497	0.363623705	sl1344_2599	NA	NA	NA	SL1344_2599
NC_016810.1	CDS	3878452	3879384	+	2.31594e-5	6.24	NA	1.15286e-4	-2	0.058057981	0.267857744	sl1344_3635	NA	NA	NA	SL1344_3635
NC_016810.1	CDS	4499149	4499781	+	2.23835e-9	6.23	NA	5.51637e-8	-0.64	0.533879518	0.782265688	siia	-0.159727936	0.468844748	0.951670844	siiA
NC_016810.1	CDS	4421536	4421973	-	5.738420000000002e-13	6.23	NA	6.39019e-11	3.07	1.86406e-4	0.009178798	yjab	NA	NA	NA	yjaB
NC_016810.1	CDS	1910986	1911381	+	1.71173e-5	6.23	NA	8.83285e-5	-1.71	0.084488767	0.330186839	sl1344_1785	NA	NA	NA	SL1344_1785
NC_016810.1	CDS	4680006	4681439	-	2.60953e-9	6.23	NA	6.22698e-8	2.78	0.002155574	0.04095723	sl1344_4351	-0.496886373	0.065172134	0.57073073	SL1344_4351
NC_016810.1	CDS	3290468	3290743	+	7.00925e-12	6.23	NA	4.93933e-10	1.44	0.083237915	0.32722784	sl1344_3086	NA	NA	NA	SL1344_3086
NC_016810.1	CDS	4784224	4784670	+	1.53131e-12	6.22	NA	1.42396e-10	2.11	0.010273373	0.09780572	sl1344_4440	NA	NA	NA	SL1344_4440
NC_016810.1	CDS	3327905	3328153	-	4.08179e-10	6.22	NA	1.39461e-8	-2.07	0.027354223	0.172486208	hybg	-0.291661447	0.235299123	0.861158581	hybG
NC_016810.1	CDS	706256	706897	-	5.74353e-11	6.22	NA	2.90415e-9	3.44	1.09515e-4	0.006716237	sl1344_0633	NA	NA	NA	SL1344_0633
NC_016810.1	CDS	1456507	1457286	+	3.5068e-9	6.22	NA	7.96759e-8	-0.96	0.36182297	0.653706852	ssat	NA	NA	NA	ssaT
NC_016810.1	CDS	4773248	4773973	-	1.08988e-10	6.22	NA	4.96502e-9	-1.92	0.029770475	0.182077627	sl1344_4429	-1.408230331	1.06391e-8	8.72403e-7	SL1344_4429
NC_016810.1	CDS	1363971	1364930	-	4.95212e-13	6.21	NA	5.72669e-11	0.09	0.919135432	0.973037954	sl1344_1263	-0.091598614	0.587412395	0.966872226	SL1344_1263
NC_016810.1	CDS	2775458	2775697	+	8.07108e-5	6.21	NA	3.3197e-4	2.08	0.092606389	0.348456017	sl1344_2598	NA	NA	NA	SL1344_2598
NC_016810.1	CDS	4146381	4146710	+	1.50419e-12	6.2	NA	1.41332e-10	-0.06	0.939598304	0.977935422	trxa	-0.103095457	0.606792379	0.97404575	trxA
NC_016810.1	CDS	1136570	1136740	+	1.99814e-8	6.2	NA	3.29492e-7	0.89	0.388333048	0.674634919	sl1344_1031	-0.327371098	0.095167962	0.641725258	SL1344_1031
NC_016810.1	CDS	200812	201348	+	1.13868e-9	6.2	NA	3.14094e-8	2.76	0.003466655	0.053514997	hpt	0.167786186	0.513343299	0.957964143	hpt
NC_016810.1	CDS	94134	94550	+	3.55732e-10	6.19	NA	1.28348e-8	-0.5	0.581454782	0.810918023	sl1344_0082	NA	NA	NA	SL1344_0082
NC_016810.1	CDS	3013445	3014254	-	3.22792e-5	6.19	NA	1.52359e-4	0.02	0.986785092	0.995461622	sl1344_2824	NA	NA	NA	SL1344_2824
NC_016810.1	CDS	3858263	3858679	+	3.4099e-12	6.19	NA	2.69801e-10	2.51	0.002441959	0.043200464	sl1344_3616	NA	NA	NA	SL1344_3616
NC_016810.1	CDS	2953789	2954802	-	6.19932e-9	6.18	NA	1.23986e-7	0.1	0.912622993	0.970599355	sl1344_2767	-0.10142195	0.700192169	0.980552058	SL1344_2767
NC_017718.1	CDS	83430	83996	-	1.64407e-9	6.17	NA	4.32348e-8	-0.33	0.701736086	0.879745705	trcd	-0.004862534	0.984465456	0.996236646	trcD
NC_016810.1	CDS	3290856	3291941	+	6.24961e-13	6.17	NA	6.79175e-11	1.29	0.110672154	0.378789625	mltc	0.132718144	0.581301672	0.963536152	mltC
NC_016810.1	CDS	108427	109239	+	2.64136e-12	6.17	NA	2.20602e-10	2.38	0.004472481	0.060463641	djla	NA	NA	NA	djlA
NC_016810.1	CDS	825709	826599	+	1.42098e-8	6.16	NA	2.48396e-7	0.41	0.672802895	0.863063745	sl1344_0740	NA	NA	NA	SL1344_0740
NC_016810.1	CDS	895525	896271	-	6.12164e-14	6.16	NA	1.00395e-11	-1.44	0.069296467	0.294564564	glnh	-0.071927521	0.740908608	0.980552058	glnH
NC_016810.1	CDS	4260083	4261072	+	3.10495e-11	6.16	NA	1.69737e-9	0.21	0.810426606	0.927689344	yiid	NA	NA	NA	yiiD
NC_016810.1	CDS	4448208	4448570	-	2.85225e-5	6.15	NA	1.37506e-4	-0.69	0.499572623	0.75693374	gtra	NA	NA	NA	gtrA
NC_016810.1	CDS	1553947	1554336	-	3.8135e-7	6.15	NA	3.73937e-6	1.12	0.275588494	0.580452203	mara	NA	NA	NA	marA
NC_016810.1	CDS	1406879	1407106	+	7.5175e-12	6.15	NA	5.17617e-10	0.63	0.476817073	0.740344294	sl1344_1301	-0.372670777	0.075591875	0.611514543	SL1344_1301
NC_016810.1	CDS	3378556	3379209	-	2.77556e-12	6.14	NA	2.25898e-10	1.92	0.025946521	0.16670022	ribb	NA	NA	NA	ribB
NC_016810.1	CDS	1685743	1686405	+	3.99307e-9	6.13	NA	8.82781e-8	0.7	0.485044415	0.746260945	sl1344_1568	-0.354114222	0.086227431	0.630120645	SL1344_1568
NC_016810.1	CDS	2045059	2045604	-	4.41147e-6	6.12	NA	2.84835e-5	0.69	0.475267802	0.739427259	sl1344_1933	NA	NA	NA	SL1344_1933
NC_016810.1	CDS	573174	574268	-	4.2501e-13	6.12	NA	5.05026e-11	1.69	0.036100051	0.201932792	ybbb	-0.024766899	0.92068148	0.990289457	ybbB
NC_016810.1	CDS	3930875	3931738	-	2.20683e-9	6.12	NA	5.48363e-8	-1.64	0.077461525	0.313658734	waak	0.01647929	0.949500596	0.991822998	waaK
NC_016810.1	CDS	507591	507863	+	2.02602e-14	6.11	NA	4.06105e-12	-0.27	0.736041191	0.894369745	hupb	-0.267018878	0.119850799	0.682053129	hupB
NC_016810.1	CDS	2166340	2167632	-	8.91767e-11	6.1	NA	4.23355e-9	-1.13	0.210604793	0.513722738	rfbx	-0.039680512	0.854321449	0.988871448	rfbX
NC_016810.1	CDS	1308623	1308805	+	6.05856e-10	6.1	NA	1.91748e-8	2.49	0.004682743	0.061513378	sl1344_1207	NA	NA	NA	SL1344_1207
NC_016810.1	CDS	3458457	3458975	+	2.36455e-6	6.1	NA	1.70249e-5	1.23	0.324329589	0.622903863	sl1344_3242	NA	NA	NA	SL1344_3242
NC_016810.1	CDS	3055961	3056221	-	1.64929e-9	6.09	NA	4.32458e-8	0.62	0.534770878	0.782800512	spaq	-0.070115262	0.717242646	0.980552058	spaQ
NC_016810.1	CDS	1925864	1926217	-	2.63322e-10	6.08	NA	1.0378e-8	1.13	0.186548511	0.488201815	sl1344_1807	NA	NA	NA	SL1344_1807
NC_016810.1	sRNA	1294019	1294128	-	7.2464e-5	6.08	NA	3.02885e-4	0.93	0.414686228	0.691885714	styr-285	NA	NA	NA	StyR-285
NC_016810.1	CDS	317659	318144	+	3.25514e-6	6.08	NA	2.20883e-5	4.26	2.02812e-4	0.009501194	sl1344_0272	NA	NA	NA	SL1344_0272
NC_016810.1	CDS	4520485	4522551	+	7.27364e-9	6.06	NA	1.41093e-7	-0.25	0.809157819	0.927005926	siif	-0.287894816	0.101048528	0.649844828	siiF
NC_016810.1	CDS	3798561	3800150	-	6.95903e-12	6.06	NA	4.93933e-10	-0.18	0.834134431	0.938167051	sl1344_3569	0.034644727	0.872593054	0.988871448	SL1344_3569
NC_016810.1	CDS	3657451	3657621	+	5.8885e-6	6.05	NA	3.63547e-5	-0.91	0.361392081	0.653430978	sl1344_3447	-0.883959377	0.001449598	0.04754681	SL1344_3447
NC_016810.1	sRNA	4559883	4559976	-	5.26541e-5	6.05	NA	2.31002e-4	-0.71	0.506530246	0.760045931	stnc1180	NA	NA	NA	STnc1180
NC_016810.1	CDS	1294980	1295294	-	8.60057e-9	6.04	NA	1.6272e-7	1.67	0.072470481	0.302528381	sl1344_1190	NA	NA	NA	SL1344_1190
NC_016810.1	CDS	2956337	2957011	-	4.03245e-7	6.03	NA	3.90905e-6	1.97	0.077638816	0.313999674	tctd	NA	NA	NA	tctD
NC_016810.1	CDS	3034683	3035570	-	7.1652e-11	6.03	NA	3.5317e-9	0.01	0.987630005	0.995480321	hilc	0.063955598	0.694047351	0.980552058	hilC
NC_016810.1	CDS	1079721	1080020	+	1.55784e-4	6.03	NA	5.80409e-4	1.92	0.131646732	0.413331031	sl1344_0974	NA	NA	NA	SL1344_0974
NC_016810.1	CDS	694061	694264	+	1.57687e-12	6.02	NA	1.45137e-10	2.35	0.003666533	0.054965397	tate	NA	NA	NA	tatE
NC_016810.1	CDS	2583637	2584680	-	9.42678e-8	6.02	NA	1.14905e-6	1.36	0.152679043	0.443953804	sl1344_2439	NA	NA	NA	SL1344_2439
NC_016810.1	CDS	2909966	2910784	+	4.99938e-10	6.01	NA	1.65181e-8	-1.57	0.065034683	0.283413417	sl1344_2731	NA	NA	NA	SL1344_2731
NC_016810.1	CDS	4663965	4664171	+	4.96165e-9	6.01	NA	1.03597e-7	2.22	0.030555917	0.185319257	sl1344_4339	0.023255116	0.888504029	0.989070004	SL1344_4339
NC_016810.1	CDS	1327968	1328624	-	1.50767e-8	6	NA	2.62027e-7	0.5	0.606059189	0.822796396	nam	NA	NA	NA	nam
NC_016810.1	CDS	3183630	3184160	-	1.01056e-11	6	NA	6.60527e-10	1.66	0.045137061	0.229497145	rpph	-0.35445182	0.059977803	0.551701998	rppH
NC_016810.1	CDS	4798189	4799598	-	7.68741e-10	6	NA	2.30367e-8	-0.28	0.740101451	0.897215383	hsds	NA	NA	NA	hsdS
NC_016810.1	CDS	715976	716449	+	3.02896e-10	6	NA	1.14795e-8	1.66	0.074764992	0.307914919	sl1344_0641	0.109577756	0.668402721	0.980552058	SL1344_0641
NC_016810.1	CDS	4173804	4174631	+	4.07565e-11	5.99	NA	2.14985e-9	0.77	0.364494917	0.655177914	dapf	0.041965249	0.863818437	0.988871448	dapF
NC_016810.1	CDS	61794	63413	-	3.70136e-8	5.99	NA	5.4642e-7	0.07	0.938109744	0.97722803	cita	NA	NA	NA	citA
NC_016810.1	CDS	4398014	4398202	+	3.10522e-5	5.99	NA	1.47883e-4	-2.16	0.024795006	0.162237739	sl1344_4097	NA	NA	NA	SL1344_4097
NC_016810.1	CDS	2171835	2172827	-	9.87208e-11	5.99	NA	4.63454e-9	0.27	0.764259641	0.908227892	rfbi	0.181847476	0.407320023	0.940098223	rfbI
NC_016810.1	CDS	3202421	3203284	-	7.32711e-7	5.99	NA	6.40412e-6	-0.1	0.914048827	0.971203872	sl1344_2998	NA	NA	NA	SL1344_2998
NC_016810.1	CDS	1440510	1440779	+	5.09074e-9	5.98	NA	1.0556e-7	-1.54	0.131752395	0.41339612	ssea	0.252900182	0.308355076	0.880178097	sseA
NC_016810.1	CDS	2748164	2748523	-	3.04072e-6	5.98	NA	2.09671e-5	0.71	0.499975749	0.75693374	sl1344_2566	NA	NA	NA	SL1344_2566
NC_016810.1	CDS	162468	163211	-	2.76231e-10	5.98	NA	1.06261e-8	2.15	0.013850014	0.115633907	sl1344_0139	0.158414285	0.509852698	0.957964143	SL1344_0139
NC_016810.1	CDS	4465224	4467320	+	3.10972e-10	5.98	NA	1.16338e-8	2.13	0.012876292	0.110936739	sl1344_4161	NA	NA	NA	SL1344_4161
NC_016810.1	CDS	2303940	2305070	-	8.5348e-7	5.96	NA	7.30398e-6	-0.56	0.555614922	0.795453791	frub	NA	NA	NA	fruB
NC_016810.1	CDS	390542	391183	+	1.1002e-5	5.96	NA	6.13719e-5	1.95	0.091806623	0.347351361	sl1344_0342	NA	NA	NA	SL1344_0342
NC_016810.1	CDS	4746376	4747596	-	1.35542e-6	5.96	NA	1.06312e-5	1.4	0.151497829	0.441470647	idnt	NA	NA	NA	idnT
NC_016810.1	CDS	1407394	1408740	-	2.0798e-6	5.96	NA	1.53141e-5	0.97	0.335341447	0.63208677	sl1344_1302	NA	NA	NA	SL1344_1302
NC_016810.1	CDS	52649	52864	+	2.36609e-4	5.96	NA	8.13652e-4	3.19	0.020434457	NA	sl1344_0045	NA	NA	NA	SL1344_0045
NC_016810.1	CDS	2490620	2491429	-	3.37017e-8	5.96	NA	5.06649e-7	-0.78	0.38372009	0.671768586	yfca	NA	NA	NA	yfcA
NC_016810.1	CDS	1942648	1943967	-	2.60797e-13	5.96	NA	3.56422e-11	1.95	0.015152942	0.120686834	sl1344_1824	0.033769497	0.859942734	0.988871448	SL1344_1824
NC_016810.1	CDS	3399864	3400631	-	2.81826e-8	5.95	NA	4.39278e-7	2.95	0.002396581	0.042940997	sl1344_3187	NA	NA	NA	SL1344_3187
NC_016810.1	CDS	3058832	3059275	-	3.21139e-8	5.95	NA	4.87656e-7	-0.02	0.981503718	0.993631556	invi	0.179512077	0.273377841	0.865346655	invI
NC_016810.1	CDS	3946036	3946491	+	3.97237e-10	5.95	NA	1.36894e-8	0.97	0.258356498	0.564297334	dut	NA	NA	NA	dut
NC_016810.1	sRNA	2002640	2002727	-	1.66675e-8	5.95	NA	2.81011e-7	3.93	1.20265e-4	0.00705483699999999	stnc1285	NA	NA	NA	STnc1285
NC_016810.1	CDS	4806232	4806519	+	1.52649e-7	5.94	NA	1.73631e-6	0.39	0.671283302	0.862074463	sl1344_4459	NA	NA	NA	SL1344_4459
NC_016810.1	CDS	1307448	1308086	+	5.76323e-11	5.94	NA	2.90415e-9	1.76	0.043525486	0.225383851	sl1344_1205	0.090660281	0.650255863	0.977124664	SL1344_1205
NC_016810.1	CDS	1065290	1065580	+	2.62331e-9	5.94	NA	6.24334e-8	-0.84	0.36850866	0.659165963	sl1344_0956	-0.259710703	0.2111636	0.840851232	SL1344_0956
NC_016810.1	CDS	3712162	3713721	-	2.25364e-12	5.94	NA	1.9546e-10	2.45	0.002535161	0.044421281	sl1344_3495	1.5011081	5.73458e-10	6.46574e-8	SL1344_3495
NC_016810.1	CDS	1293175	1294218	+	2.25556e-7	5.94	NA	2.41629e-6	1.71	0.081811965	0.324853938	sl1344_1188	NA	NA	NA	SL1344_1188
NC_016810.1	CDS	372251	373465	+	1.81136e-4	5.94	NA	6.53015e-4	1.81	0.149580408	NA	leuc2	NA	NA	NA	leuC2
NC_016810.1	CDS	3068893	3069219	-	4.88301e-7	5.94	NA	4.588e-6	-1.17	0.192923565	0.494476585	sl1344_2882	NA	NA	NA	SL1344_2882
NC_016810.1	sRNA	1363927	1363997	-	1.6958e-10	5.94	NA	7.21513e-9	-0.09	0.920461052	0.973308841	stnc4210	-0.155478248	0.360062854	0.922323362	STnc4210
NC_016810.1	CDS	3260239	3261159	-	5.30288e-9	5.94	NA	1.08709e-7	2.65	0.00648507	0.074528595	speb	NA	NA	NA	speB
NC_016810.1	sRNA	3480987	3481116	-	2.53443e-4	5.93	NA	8.62336e-4	2.99	0.028378729	NA	stnc3950	NA	NA	NA	STnc3950
NC_016810.1	CDS	3196444	3197151	-	1.19017e-13	5.93	NA	1.78922e-11	2.6	0.001113039	0.027845693	sl1344_2993	0.197539511	0.188152854	0.795653185	SL1344_2993
NC_016810.1	CDS	280289	280507	-	1.82464e-11	5.93	NA	1.08278e-9	4.02	3.77688e-6	6.88617e-4	sl1344_0239	0.070569258	0.74840754	0.980552058	SL1344_0239
NC_016810.1	CDS	614292	615944	-	7.82037e-6	5.92	NA	4.62556e-5	-2.26	0.023536752	0.156586716	sl1344_0547	NA	NA	NA	SL1344_0547
NC_016810.1	CDS	3056247	3056921	-	3.48462e-9	5.92	NA	7.93719e-8	0.03	0.978830887	0.992513627	spap	0.083610305	0.658470021	0.978681937	spaP
NC_016810.1	CDS	3380019	3380228	-	2.11742e-9	5.92	NA	5.32009e-8	0.17	0.860391125	0.947068908	glgs	-0.005036096	0.983564758	0.996236646	glgS
NC_016810.1	sRNA	3485323	3485485	-	1.17452e-8	5.92	NA	2.12308e-7	2.49	0.005414384	0.067422389	styr-24f	NA	NA	NA	StyR-24f
NC_016810.1	CDS	1971303	1972169	-	1.5127e-9	5.92	NA	4.073e-8	2.62	0.007220198	0.079070546	cher	-0.121581543	0.570919432	0.962120616	cheR
NC_016810.1	CDS	1125399	1126061	-	7.11248e-8	5.92	NA	9.12548e-7	1.36	0.15974137	0.452970644	sl1344_1017	NA	NA	NA	SL1344_1017
NC_016810.1	CDS	25803	28424	+	3.12819e-8	5.9	NA	4.79054e-7	1.16	0.210993017	0.514033548	bcfc	NA	NA	NA	bcfC
NC_016810.1	CDS	188511	189353	-	2.45792e-12	5.9	NA	2.09155e-10	-2.9	3.60571e-4	0.013820528	sl1344_0160	-0.359831629	0.099122134	0.649844828	SL1344_0160
NC_017718.1	CDS	4555	4788	+	6.79e-9	5.9	NA	1.33433e-7	-2.82	0.001441199	0.03295704	yaea	-0.452086179	0.062492098	0.557897263	yaeA
NC_016810.1	CDS	3035915	3036367	-	5.49775e-11	5.9	NA	2.8176e-9	0.18	0.840267182	0.940460188	sl1344_2848	-0.027361384	0.884299007	0.989070004	SL1344_2848
NC_016810.1	CDS	526889	527440	-	1.21123e-12	5.9	NA	1.17476e-10	0.42	0.598471351	0.819088605	maa	0.118623592	0.545202947	0.962120616	maa
NC_016810.1	CDS	2837672	2838154	+	7.38144e-12	5.9	NA	5.12158e-10	0.41	0.614323476	0.827686472	smpb	-0.439592301	0.036479726	0.438687736	smpB
NC_016810.1	CDS	2392511	2393464	+	2.24071e-10	5.89	NA	9.06331e-9	-2.27	0.013933482	0.116186984	sl1344_2256	NA	NA	NA	SL1344_2256
NC_016810.1	CDS	1285042	1285830	-	2.19885e-7	5.89	NA	2.36396e-6	0.3	0.740028734	0.897215383	envf	NA	NA	NA	envF
NC_016810.1	CDS	3633385	3633606	+	2.70578e-4	5.89	NA	9.11698e-4	2.71	0.043751959	NA	sl1344_3427	NA	NA	NA	SL1344_3427
NC_016810.1	sRNA	3035626	3035825	-	1.82718e-7	5.89	NA	2.02223e-6	-1.04	0.339207727	0.634932111	ruf_220c	-0.410717032	0.041488119	0.474272002	RUF_220c
NC_016810.1	CDS	2002315	2003034	-	3.20786e-9	5.89	NA	7.38135e-8	3.12	0.001602545	0.03465391	flia	0.056266094	0.769472855	0.980552058	fliA
NC_016810.1	CDS	4133532	4135382	+	2.41227e-8	5.88	NA	3.87855e-7	2.95	0.004358088	0.059273509	ilvd	NA	NA	NA	ilvD
NC_016810.1	CDS	3485437	3485895	-	2.05644e-10	5.88	NA	8.50874e-9	1.35	0.114790312	0.386994224	sl1344_3267	NA	NA	NA	SL1344_3267
NC_016810.1	CDS	1309798	1309983	+	7.92094e-9	5.87	NA	1.52015e-7	1.88	0.041550275	0.219154146	sl1344_1209	-0.498674899	0.107912856	0.649844828	SL1344_1209
NC_016810.1	CDS	2089022	2090476	-	9.64236e-12	5.87	NA	6.39515e-10	1.91	0.021197859	0.148495074	amn	NA	NA	NA	amn
NC_016810.1	CDS	1583692	1583940	-	8.35454e-8	5.87	NA	1.04374e-6	0.85	0.34889665	0.64325138	sl1344_1480	-0.31391654	0.220416022	0.844226122	SL1344_1480
NC_016810.1	CDS	339522	339830	+	1.18191e-4	5.87	NA	4.59319e-4	-0.26	0.81757419	0.931176007	sl1344_0291	NA	NA	NA	SL1344_0291
